Марка и модель,Выигрышная ставка,Записей о продаже,VIN,Пробег,Дата аукциона,Двигатель,Цвет,Коробка передач,Топливо,Привод,Ключи,Состояние,Место продажи,Стоимость ремонта,Рыночная стоимость,Документы,Тип повреждения,Основное повреждение,Второстепенное повреждение,Кузов
2016 Kia Optima Lx,$ 1 050 USD,1,5XXGT4L37GG036487,,17.05.2024 19:00 UTC,2.4l 4,Синий,Автоматическая,Бензин,передний привод,Ключи присутствуют,улучшенные транспортные средства,""TUCSON, ARIZONA"",$ 12 045 USD,$ 9 325 USD,AZ - CERT OF TITLE - SALVAGE,Столкновение,Повреждение передней части,Механическое повреждение,
2005 Toyota Corolla Ce,$ 700 USD,1,1NXBR32E75Z525559,193 414 mi(подтвержден),17.05.2024 19:00 UTC,1.8l 4,Серый,Автоматическая,Бензин,передний привод,Ключи присутствуют,двигатель запускается,""ANDERSON, CALIFORNIA"",$ 5 061 USD,$ 6 000 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение задней части,,
1994 Toyota Pickup 1/2 Ton Short Wheelbase Stb,$ 825 USD,1,4TARN81A1RZ237762,297 774 mi(подтвержден),17.05.2024 19:00 UTC,2.4l 4,Белый,,Бензин,задний привод,Ключи присутствуют,улучшенные транспортные средства,""VAN NUYS, CALIFORNIA"",$ 4 006 USD,$ 0 USD,CA - SALVAGE CERTIFICATE,Материальный ущерб,Повреждение передней части,,
2017 Toyota 86 Base,$ 4 100 USD,1,JF1ZNAA14H8708776,81 285 mi(подтвержден),17.05.2024 19:00 UTC,2.0l 4,Белый,Автоматическая,Бензин,задний привод,Ключи присутствуют,двигатель запускается,""ANDERSON, CALIFORNIA"",$ 15 734 USD,$ 18 650 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,,
2009 Jeep Commander Sport,$ 325 CAD,1,1J8HG48K99C509682,301 245 mi(подтвержден),17.05.2024 17:00 UTC,3.7l 6,Серебряный,Автоматическая,Бензин,4х4 с задним приводом,Ключи присутствуют,двигатель запускается,""BOWMANVILLE, ONTARIO"",$ 23 545 CAD,$ 0 CAD,ON - PERMIT SALVAGE,Столкновение,Повсюду,Повреждение ходовой части,4-дверный спорт
2022 Nissan Altima Sv,$ 5 300 USD,1,1N4BL4DV7NN330599,49 053 mi(подтвержден),17.05.2024 19:00 UTC,2.5l 4,Черный,Автоматическая,Бензин,передний привод,Ключи присутствуют,улучшенные транспортные средства,""TUCSON, ARIZONA"",$ 31 876 USD,$ 23 000 USD,AZ - CERT OF TITLE - SALVAGE,Столкновение,Повреждение передней части,Повреждение рамы,
2018 Hyundai Elantra Sel,$ 2 450 USD,1,5NPD84LF0JH214072,85 050 mi(подтвержден),17.05.2024 17:00 UTC,2.0l 4,Красный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""HOUSTON, TEXAS"",$ 12 964 USD,$ 13 600 USD,TX - SALVAGE VEHICLE TITLE,Столкновение,Повреждение передней части,,
2018 Hyundai Elantra Sel,$ 1 750 USD,1,5NPD84LF4JH214074,,17.05.2024 19:00 UTC,2.0l 4,Красный,Автоматическая,Бензин,передний привод,Ключи присутствуют,,""VALLEJO, CALIFORNIA"",$ 0 USD,$ 13 575 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение задней части,,
2013 Lexus Rx 450,$ 3 950 USD,1,JTJBC1BA0D2065112,101 242 mi(подтвержден),17.05.2024 19:00 UTC,3.5l 6,Угольный,Автоматическая,Гибрид,Полный привод,Ключи присутствуют,улучшенные транспортные средства,""TUCSON, ARIZONA"",$ 13 979 USD,$ 17 575 USD,AZ - CERT OF TITLE - SALVAGE,Столкновение,Повреждение передней части,Механическое повреждение,
1965 Buick Skyl Conve,$ 7 900 USD,2,444675Z115581,62 977 mi(подтвержден),17.05.2024 19:00 UTC,,Зеленый,Автоматическая,,,Ключи присутствуют,,""VALLEJO, CALIFORNIA"",$ 0 USD,$ 0 USD,CA - CERT OF TITLE OR SALVAGE ACQ (P),Дилерские услуги Copart,Незначительная вмятина/царапины,,
2005 Jeep Grand Cherokee Limited,$ 950 USD,2,1J4HS58N55C611555,92 109 mi(подтвержден),17.05.2024 19:00 UTC,4.7l 8,Серый,Автоматическая,Бензин,задний привод,Ключи присутствуют,заводится и едет,""VAN NUYS, CALIFORNIA"",$ 9 912 USD,$ 4 575 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,Повреждение стороны,
2016 Mercedes-benz Gl 450 4matic,$ 11 000 USD,1,4JGDF6EE4GA710011,70 960 mi(подтвержден),17.05.2024 19:00 UTC,3.0l 6,Серебряный,Автоматическая,Бензин,Полный привод,Ключи присутствуют,заводится и едет,""VAN NUYS, CALIFORNIA"",$ 17 531 USD,$ 16 875 USD,CA - SALVAGE CERTIFICATE,Вода/Наводнение,Вода/Наводнение,Незначительная вмятина/царапины,
2012 Lexus Is 250,$ 3 050 USD,1,JTHFF2C26C2524925,87 609 mi(подтвержден),17.05.2024 19:00 UTC,2.5l 6,Черный,Автоматическая,Бензин,задний привод,Ключи присутствуют,улучшенные транспортные средства,""SAN DIEGO, CALIFORNIA"",$ 14 848 USD,$ 13 850 USD,CA - SALVAGE CERTIFICATE,Неизвестно,Повреждение передней части,,
2015 Hyundai Sonata Se,$ 875 USD,1,5NPE24AF3FH194724,,17.05.2024 19:00 UTC,2.4l 4,Серебряный,Автоматическая,Бензин,передний привод,,улучшенные транспортные средства,""TUCSON, ARIZONA"",$ 26 425 USD,$ 8 000 USD,AZ - CERT OF TITLE - SALVAGE,Столкновение,Повреждение передней части,Повреждение ходовой части,
2007 Toyota Highlander Hybrid,$ 800 USD,1,JTEDW21A770019203,207 619 mi(подтвержден),17.05.2024 19:00 UTC,3.3l 6,Зеленый,Автоматическая,Гибрид,передний привод,Ключи присутствуют,заводится и едет,""VALLEJO, CALIFORNIA"",$ 11 742 USD,$ 8 425 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,Незначительная вмятина/царапины,
2014 Freightliner Cascadia 125,$ 2 350 USD,1,1FUJGLDRXELFJ4983,,17.05.2024 17:00 UTC,14.8l 6,Белый,Механическая,Дизель,задний привод,Ключи присутствуют,улучшенные транспортные средства,""HOUSTON, TEXAS"",$ 0 USD,$ 29 225 USD,TX - SALVAGE VEHICLE TITLE,Пожар,Пожар в салоне,,трактор
2001 Dodge Ram 2500,$ 6 700 USD,30,3B7KF23651G801927,,17.05.2024 17:00 UTC,5.9l 6,Серый,Автоматическая,Дизель,4х4 с задним приводом,Ключи присутствуют,заводится и едет,""HOUSTON, COLORADO"",$ 0 USD,$ 4 775 USD,CO - CERTIFICATE OF TITLE,Дилерские услуги Copart,Вандализм,Повреждение передней части,4-дверный удлиненный
2006 Gmc Sierra C2500 Heavy Duty,$ 575 USD,1,1GTHC29U56E215400,389 590 mi(подтвержден),17.05.2024 19:00 UTC,6.0l 8,Белый,Автоматическая,Бензин,задний привод,Ключи присутствуют,улучшенные транспортные средства,""ANDERSON, CALIFORNIA"",$ 13 726 USD,$ 8 900 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,Повреждение стороны,
2020 Chevrolet Malibu Lt,$ 5 100 USD,1,1G1ZD5STXLF105400,70 402 mi(подтвержден),17.05.2024 17:00 UTC,1.5l 4,Черный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""HOUSTON, TEXAS"",$ 9 990 USD,$ 18 525 USD,TX - SALVAGE VEHICLE TITLE,Столкновение,Повреждение задней части,Повреждение ходовой части,
2016 Lexus Is 200t,$ 1 250 USD,1,JTHBA1D22G5035920,,17.05.2024 19:00 UTC,2.0l 4,Белый,Автоматическая,Бензин,задний привод,,улучшенные транспортные средства,""ANDERSON, CALIFORNIA"",$ 34 766 USD,$ 17 650 USD,CA - SALVAGE CERTIFICATE,Кража,Повреждение передней части,,
2020 Hyundai Santa Fe Se,$ 725 USD,1,5NMS23AD2LH150122,,17.05.2024 17:00 UTC,2.4l 4,Серый,Автоматическая,Бензин,передний привод,,,""HOUSTON, TEXAS"",$ 0 USD,$ 18 500 USD,TX - NONREPAIRABLE TITLE,Пожар,Пожар двигателя,,
2017 Hyundai Elantra Se,$ 1 650 USD,1,KMHD84LF3HU074613,222 013 mi(подтвержден),17.05.2024 19:00 UTC,2.0l 4,Синий,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""WILMINGTON, CALIFORNIA"",$ 6 158 USD,$ 11 400 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повсюду,,
2021 Acura Ilx Premium,$ 3 350 USD,1,19UDE2F77MA001442,17 903 mi(подтвержден),17.05.2024 17:00 UTC,2.4l 4,Серебряный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""HOUSTON, TEXAS"",$ 14 169 USD,$ 25 450 USD,TX - SALVAGE VEHICLE TITLE,Столкновение,Повреждение стороны,Повреждение передней части,
2015 Honda Accord Sport,$ 3 950 USD,1,1HGCR2F51FA143710,78 338 mi(подтвержден),17.05.2024 19:00 UTC,2.4l 4,Синий,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""WILMINGTON, CALIFORNIA"",$ 7 031 USD,$ 12 050 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,Повреждение задней части,
2017 Lincoln Mkz Hybrid Select,$ 3 100 USD,1,3LN6L5LU0HR609898,160 929 mi(подтвержден),17.05.2024 19:00 UTC,2.0l 4,Серый,Автоматическая,Гибрид,передний привод,Ключи присутствуют,двигатель запускается,""VAN NUYS, CALIFORNIA"",$ 0 USD,$ 11 250 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,,4-дверный седан
2017 Dodge Charger R/t,$ 4 050 USD,1,2C3CDXCTXHH572009,52 815 mi(подтвержден),17.05.2024 14:00 UTC,5.7l 8,Белый,Автоматическая,Бензин,задний привод,,,""PENNSBURG, PENNSYLVANIA"",$ 20 877 USD,$ 19 050 USD,PA - CERTIFICATE OF SALVAGE,Столкновение,Повреждение передней части,Повреждение стороны,
2005 Pontiac Vibe,$ 200 CAD,1,5Y2SL63895Z441195,252 289 mi(подтвержден),17.05.2024 17:00 UTC,1.8l 4,Красный,Автоматическая,Бензин,передний привод,,улучшенные транспортные средства,""OTTAWA, ONTARIO"",$ 17 929 CAD,$ 0 CAD,ON - PERMIT SALVAGE,Столкновение,Опрокидывание/Перевертышь,Повреждение передней части,хэтчбек
2017 Nissan Altima 2.5,$ 3 500 USD,1,1N4AL3AP9HC253214,89 232 mi(подтвержден),17.05.2024 19:00 UTC,2.5l 4,Серый,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""VAN NUYS, CALIFORNIA"",$ 12 777 USD,$ 12 250 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение задней части,,
2013 Ford F150,$ 3 350 USD,1,1FTMF1CM8DKE18014,110 323 mi(подтвержден),17.05.2024 19:00 UTC,3.7l 6,Белый,Автоматическая,Этанолосодержащий бензин,задний привод,Ключи присутствуют,заводится и едет,""SAN DIEGO, CALIFORNIA"",$ 8 093 USD,$ 12 325 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение задней части,,подбирать
2006 Toyota Rav4,$ 2 900 USD,2,JTMZK33V765000065,144 242 mi(подтвержден),17.05.2024 19:00 UTC,3.5l 6,Синий,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""VAN NUYS, CALIFORNIA"",$ 5 896 USD,$ 7 300 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,Незначительная вмятина/царапины,
2010 Toyota Corolla Base,$ 1 900 USD,1,1NXBU4EE7AZ319314,179 978 mi,17.05.2024 17:00 UTC,1.8l 4,Белый,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""HOUSTON, TEXAS"",$ 6 540 USD,$ 7 925 USD,TX - SALVAGE VEHICLE TITLE,Столкновение,Повреждение передней части,,
