Марка и модель,Выигрышная ставка,Записей о продаже,VIN,Пробег,Дата аукциона,Двигатель,Цвет,Коробка передач,Топливо,Привод,Ключи,Состояние,Место продажи,Стоимость ремонта,Рыночная стоимость,Документы,Тип повреждения,Основное повреждение,Второстепенное повреждение,Кузов
2012 Honda Accord Ex,$ 625 USD,1,1HGCP2F75CA015019,135 431 mi(подтвержден),14.05.2024 17:00 UTC,2.4l 4,Коричневый,Автоматическая,Бензин,передний привод,Ключи присутствуют,двигатель запускается,""MCFARLAND, TEXAS"",$ 11 871 USD,$ 8 850 USD,TX - SALVAGE VEHICLE TITLE,Столкновение,Повреждение передней части,,
2023 Dodge Charger Sxt,$ 10 000 USD,1,2C3CDXBG9PH624927,1 564 mi(подтвержден),14.05.2024 17:00 UTC,3.6l 6,Черный,Автоматическая,Этанолосодержащий бензин,задний привод,Ключи присутствуют,улучшенные транспортные средства,""Greenwell springs, LOUISIANA"",$ 25 563 USD,$ 31 650 USD,LA - CERT OF TITLE-SALVAGE,Столкновение,Повреждение передней части,Повреждение стороны,
2022 Mazda 3 Preferred,$ 8 200 USD,1,3MZBPACLXNM300372,28 238 mi(подтвержден),14.05.2024 17:00 UTC,2.5l 4,Серый,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""HASLET, TEXAS"",$ 15 949 USD,$ 24 350 USD,TX - SALVAGE VEHICLE TITLE,Столкновение,Повреждение задней части,,
2011 Chevrolet Silverado C1500 Lt,$ 3 250 USD,1,1GCRCSE00BZ451530,148 241 mi(подтвержден),14.05.2024 17:00 UTC,5.3l 8,Черный,Автоматическая,Этанолосодержащий бензин,задний привод,Ключи присутствуют,заводится и едет,""CORPUS CHRISTI, TEXAS"",$ 8 047 USD,$ 10 525 USD,TX - SALVAGE VEHICLE TITLE,Столкновение,Повреждение передней части,Незначительная вмятина/царапины,
2009 Chevrolet Malibu 1lt,$ 1 000 USD,1,1G1ZH57B194191608,91 324 mi,14.05.2024 17:00 UTC,2.4l 4,Зеленый,Автоматическая,Бензин,передний привод,Ключи присутствуют,улучшенные транспортные средства,""MCFARLAND, WISCONSIN"",$ 7 530 USD,$ 6 600 USD,WI - JUNKED VEHICLE BILL OF SALE,Столкновение,Повреждение передней части,,
2019 Mazda Cx-5 Grand Touring,$ 6 500 USD,1,JM3KFADM6K1567876,112 116 mi(подтвержден),14.05.2024 17:00 UTC,2.5l 4,Белый,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""Greenwell springs, LOUISIANA"",$ 14 580 USD,$ 21 350 USD,LA - CERT OF TITLE-SALVAGE,Материальный ущерб,Повреждение задней части,,
2021 Toyota Venza Le,$ 5 100 USD,2,JTEAAAAH8MJ047350,47 208 mi(подтвержден),14.05.2024 17:00 UTC,2.5l 4,Серебряный,Автоматическая,Гибрид,Полный привод,Ключи присутствуют,улучшенные транспортные средства,""HAM LAKE, MINNESOTA"",$ 30 466 USD,$ 28 825 USD,MN - CERT OF TITLE-SALVAGE,Столкновение,Повреждение передней части,,
2014 Toyota Sienna Le,$ 2 050 USD,1,5TDKK3DC2ES475971,163 753 mi(подтвержден),14.05.2024 17:00 UTC,3.5l 6,Бордовый,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""HUEYTOWN, ALABAMA"",$ 9 767 USD,$ 12 925 USD,AL - CERT OF TITLE-SALVAGE TITLE,Столкновение,Повреждение стороны,Повреждение передней части,
2013 Bmw 328 Xi Sulev,$ 1 850 USD,1,WBA3B5C53DF138675,145 978 mi(подтвержден),14.05.2024 17:00 UTC,2.0l 4,Черный,Автоматическая,Бензин,Полный привод,Ключи присутствуют,заводится и едет,""GREENWOOD, NEBRASKA"",$ 6 182 USD,$ 7 725 USD,NE - CERT OF TITLE-SALVAGE,Столкновение,Повреждение передней части,Незначительная вмятина/царапины,
2017 Honda Accord Hybrid Exl,$ 2 000 USD,3,JHMCR6F58HC005559,155 549 mi(подтвержден),14.05.2024 17:00 UTC,2.0l 4,Серебряный,Автоматическая,Гибрид,передний привод,Ключи присутствуют,,""Greenwell springs, LOUISIANA"",$ 13 995 USD,$ 18 500 USD,LA - CERT OF TITLE-SALVAGE,Столкновение,Повреждение стороны,Механическое повреждение,4-дверный седан
2007 Toyota Corolla Ce,$ 825 USD,2,JTDBR32E870119563,199 708 mi,14.05.2024 17:00 UTC,1.8l 4,Серебряный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""Greenwell springs, LOUISIANA"",$ 4 165 USD,$ 6 650 USD,LA - CERT OF TITLE-SALVAGE,Столкновение,Повреждение передней части,Повреждение задней части,4-дверный седан
2008 Chrysler Town & Country Touring,$ 625 USD,2,2A8HR54P08R613565,120 787 mi,14.05.2024 17:00 UTC,3.8l 6,Красный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""HAM LAKE, MINNESOTA"",$ 0 USD,$ 3 450 USD,MN - CERT OF TITLE-PRIOR SALVAGE,Столкновение,Повреждение передней части,История повреждений,
2015 Ford F150 Supercrew,$ 9 100 USD,1,1FTEW1EF3FFA53398,209 225 mi(подтвержден),14.05.2024 17:00 UTC,5.0l 8,Черный,Автоматическая,Бензин,4х4 с задним приводом,Ключи присутствуют,заводится и едет,""HOUSTON, TEXAS"",$ 10 495 USD,$ 20 625 USD,TX - CERTIFICATE OF TITLE,Столкновение,Повреждение передней части,,
2008 Mercury Mariner Premier,$ 175 USD,1,4M2CU97128KJ46964,134 080 mi(подтвержден),14.05.2024 18:00 UTC,3.0l 6,Серый,Автоматическая,Бензин,4х4 с передним приводом,Ключи присутствуют,улучшенные транспортные средства,""HELENA, MONTANA"",$ 5 637 USD,$ 4 350 USD,MT - CERTIFICATE OF TITLE,Столкновение,Повреждение передней части,,
2016 Tesla Model S,$ 7 300 USD,1,5YJSA1E25GF151210,61 861 mi(подтвержден),14.05.2024 16:00 UTC,,Угольный,Автоматическая,Электричество,Полный привод,Ключи присутствуют,двигатель запускается,""GRAHAM, WASHINGTON"",$ 19 003 USD,$ 21 450 USD,WA - BILL OF SALE,Неизвестно,Повреждение задней части,Повреждение стороны,
2014 Ford Fusion Se,$ 550 USD,1,1FA6P0H74E5359200,195 853 mi(подтвержден),14.05.2024 17:00 UTC,2.5l 4,Черный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""ELGIN, ILLINOIS"",$ 0 USD,$ 7 200 USD,IL - SALVAGE CERTIFICATE,Неизвестно,Повреждение передней части,Повреждение стороны,
2019 Jeep Grand Cherokee Laredo,$ 9 200 USD,1,1C4RJFAG6KC569763,41 218 mi(подтвержден),14.05.2024 17:00 UTC,3.6l 6,Бордовый,Автоматическая,Этанолосодержащий бензин,4х4 с задним приводом,Ключи присутствуют,заводится и едет,""KANSAS CITY, KANSAS"",$ 0 USD,$ 26 350 USD,KS - CERT OF TITLE-SALVAGE,Столкновение,Повреждение передней части,,
2008 Ford F150,$ 2 850 USD,1,1FTRF14W58KE26681,74 536 mi,14.05.2024 17:00 UTC,4.6l 8,Красный,Автоматическая,Бензин,4х4 с задним приводом,Ключи присутствуют,заводится и едет,""HASLET, TEXAS"",$ 9 119 USD,$ 13 200 USD,TX - SALVAGE VEHICLE TITLE,Материальный ущерб,Повреждение передней части,,
2009 Ford Fusion Se,$ 575 USD,2,3FAHP01119R196460,198 811 mi,14.05.2024 17:00 UTC,3.0l 6,Серый,Автоматическая,Бензин,Полный привод,Ключи присутствуют,заводится и едет,""HAM LAKE, MINNESOTA"",$ 3 433 USD,$ 5 550 USD,MN - CERT OF TITLE-PRIOR SALVAGE,Столкновение,Повреждение задней части,,
2011 Toyota Camry Base,$ 200 USD,2,4T4BF3EK0BR148407,179 042 mi(подтвержден),14.05.2024 18:00 UTC,2.5l 4,Белый,Автоматическая,Бензин,передний привод,Ключи присутствуют,двигатель запускается,""HELENA, MONTANA"",$ 7 320 USD,$ 8 175 USD,MT - SALVAGE CERTIFICATE OF A VEHIC,Столкновение,Повреждение передней части,,
2013 Ford Focus Se,$ 450 USD,1,1FADP3F28DL183388,193 074 mi(подтвержден),14.05.2024 17:00 UTC,2.0l 4,Синий,Автоматическая,Бензин,передний привод,Ключи присутствуют,двигатель запускается,""CORPUS CHRISTI, TEXAS"",$ 8 209 USD,$ 5 075 USD,TX - SALVAGE VEHICLE TITLE,Столкновение,Повреждение задней части,Незначительная вмятина/царапины,
2014 Dodge Grand Caravan Sxt,$ 900 USD,3,2C4RDGCG3ER452454,193 187 mi,14.05.2024 17:00 UTC,3.6l 6,Угольный,Автоматическая,Этанолосодержащий бензин,передний привод,Ключи присутствуют,заводится и едет,""HAM LAKE, MINNESOTA"",$ 0 USD,$ 6 750 USD,MN - CERT OF TITLE-PRIOR SALVAGE,Столкновение,Повреждение передней части,Повреждение задней части,
2008 Ford Escape Xlt,$ 1 550 CAD,1,1FMCU93Z78KA48865,160 218 mi,14.05.2024 18:00 UTC,2.3l 4,Черный,Автоматическая,Бензин,4х4 с передним приводом,Ключи присутствуют,заводится и едет,""ROCKY VIEW COUNTY, ALBERTA"",$ 6 494 CAD,$ 0 CAD,AB - BOS - SALVAGE,Столкновение,Повреждение передней части,Град,
2020 Toyota Camry Se,$ 5 500 USD,1,4T1G11AK1LU915854,74 214 mi(подтвержден),14.05.2024 17:00 UTC,2.5l 4,Черный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""HASLET, TEXAS"",$ 14 790 USD,$ 22 775 USD,TX - SALVAGE VEHICLE TITLE,Столкновение,Повреждение передней части,,
2011 Subaru Forester Limited,$ 300 USD,3,JF2SHAEC1BH728037,,14.05.2024 17:00 UTC,2.5l 4,Темно-бордовый,Автоматическая,Бензин,Полный привод,Ключи присутствуют,улучшенные транспортные средства,""MCFARLAND, WISCONSIN"",$ 10 915 USD,$ 8 525 USD,WI - JUNKED VEHICLE BILL OF SALE,Столкновение,Повреждение передней части,История повреждений,
2015 Kia Optima Lx,$ 1 300 USD,2,5XXGM4A76FG479831,151 379 mi(подтвержден),14.05.2024 17:00 UTC,2.4l 4,Фиолетовый,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""KANSAS CITY, KANSAS"",$ 7 634 USD,$ 8 475 USD,KS - CERT OF TITLE-SALVAGE,Столкновение,Повреждение передней части,,4-дверный седан
2011 Honda Fit Sport,$ 225 USD,1,JHMGE8H59BS004777,,14.05.2024 17:00 UTC,1.5l 4,Серебряный,Автоматическая,Бензин,передний привод,,улучшенные транспортные средства,""MCFARLAND, WISCONSIN"",$ 13 974 USD,$ 7 975 USD,WI - JUNKED VEHICLE BILL OF SALE,Столкновение,Повреждение передней части,Повреждение задней части,
2011 Chevrolet Malibu Ltz,$ 225 USD,1,1G1ZE5E71BF376047,,14.05.2024 17:00 UTC,3.6l 6,Белый,Автоматическая,Бензин,передний привод,Ключи присутствуют,улучшенные транспортные средства,""KANSAS CITY, KANSAS"",$ 3 963 USD,$ 6 100 USD,KS - CERT OF TITLE-SALVAGE,Столкновение,Повсюду,Повреждение ходовой части,
2016 Ford Fiesta S,$ 1 150 USD,1,3FADP4AJXGM133521,110 804 mi(подтвержден),14.05.2024 17:00 UTC,1.6l 4,Серебряный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""HASLET, TEXAS"",$ 11 289 USD,$ 7 900 USD,TX - SALVAGE VEHICLE TITLE,Столкновение,Повреждение передней части,Повреждение задней части,
2005 Toyota Prius,$ 350 USD,1,JTDKB20U953006533,242 237 mi,14.05.2024 17:00 UTC,1.5l 4,Синий,Автоматическая,Гибрид,передний привод,Ключи присутствуют,заводится и едет,""HAM LAKE, MINNESOTA"",$ 0 USD,$ 4 800 USD,MN - CERT OF TITLE-PRIOR SALVAGE,Столкновение,Повсюду,,
2007 Toyota Corolla Ce,$ 825 USD,2,JTDBR32E870119563,199 708 mi,14.05.2024 17:00 UTC,1.8l 4,Серебряный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""Greenwell springs, LOUISIANA"",$ 4 165 USD,$ 6 650 USD,LA - CERT OF TITLE-SALVAGE,Столкновение,Повреждение передней части,Повреждение задней части,4-дверный седан
